department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score
Technology,13,Masters & above,f,other,1,42,5.0,14,1,0,76
Operations,13,Masters & above,m,sourcing,1,35,5.0,2,1,0,59
Operations,26,Masters & above,f,other,1,49,5.0,7,0,0,56
Operations,23,Masters & above,m,sourcing,1,35,3.0,2,0,0,58
Sales & Marketing,14,Bachelors,m,sourcing,2,36,1.0,4,0,0,50
Procurement,29,Masters & above,f,other,1,37,3.0,3,0,0,65
Technology,24,Masters & above,m,sourcing,1,35,3.0,7,0,0,82
Sales & Marketing,30,Bachelors,m,sourcing,1,29,1.0,5,0,0,52
R&D,25,Masters & above,m,other,1,38,4.0,10,0,0,79
Technology,7,Bachelors,f,other,1,30,4.0,5,0,0,79
Sales & Marketing,30,Bachelors,m,sourcing,1,38,3.0,8,1,0,50
Analytics,2,Masters & above,m,other,1,50,3.0,7,0,0,86
Sales & Marketing,7,Bachelors,m,sourcing,1,29,4.0,5,1,0,47
Analytics,28,Masters & above,m,other,1,39,2.0,4,0,0,83
Finance,2,Masters & above,f,sourcing,2,59,5.0,30,1,0,62
Procurement,2,Bachelors,f,other,1,56,5.0,5,1,0,64
Technology,2,Bachelors,m,other,1,46,3.0,13,0,0,78
Technology,2,Masters & above,m,other,1,58,1.0,5,0,0,77
Operations,26,Bachelors,m,other,1,29,3.0,7,0,0,59
Analytics,2,Masters & above,m,other,1,56,4.0,7,1,0,84
Sales & Marketing,17,Bachelors,m,other,1,28,4.0,4,1,0,51
Sales & Marketing,11,Bachelors,m,other,1,28,4.0,5,1,0,51
Analytics,31,Bachelors,m,other,2,34,5.0,9,1,0,83
Technology,20,Bachelors,m,sourcing,4,28,3.0,6,0,0,79
Technology,27,Bachelors,m,other,2,33,4.0,8,0,0,83
Operations,2,Masters & above,m,sourcing,1,45,5.0,7,0,0,57
Sales & Marketing,2,Bachelors,m,other,1,33,3.0,6,1,0,51
Technology,13,Bachelors,f,sourcing,1,43,5.0,7,1,0,85
Operations,2,Bachelors,m,sourcing,1,33,5.0,8,1,0,61
Sales & Marketing,2,Masters & above,m,sourcing,1,45,3.0,2,0,0,51
Sales & Marketing,4,Masters & above,m,other,1,44,3.0,12,1,0,44
Legal,7,Masters & above,m,sourcing,1,44,4.0,11,1,0,57
Sales & Marketing,22,Masters & above,f,other,1,39,5.0,10,1,0,49
Analytics,22,Bachelors,f,sourcing,2,27,5.0,2,1,0,85
Procurement,17,Masters & above,f,sourcing,1,43,3.0,11,0,0,82
Analytics,2,Bachelors,f,other,1,28,3.0,3,1,0,88
Operations,22,Bachelors,m,sourcing,2,30,3.0,2,1,0,58
Sales & Marketing,9,Bachelors,m,sourcing,2,25,2.0,2,1,0,47
Sales & Marketing,13,Masters & above,m,other,2,32,5.0,7,0,0,52
Operations,22,Masters & above,f,sourcing,1,41,5.0,12,0,0,59
Sales & Marketing,13,Bachelors,f,other,1,26,4.0,5,1,0,51
Sales & Marketing,2,Masters & above,m,sourcing,4,60,2.0,2,0,0,50
Technology,26,Bachelors,f,sourcing,1,27,4.0,3,1,0,77
Technology,2,Masters & above,f,sourcing,1,38,3.0,8,0,0,80
HR,32,Bachelors,m,sourcing,1,31,3.0,4,1,0,48
Technology,22,Bachelors,m,other,1,34,3.0,9,1,0,77
R&D,22,Bachelors,f,sourcing,1,28,5.0,2,1,0,84
HR,22,Masters & above,m,other,1,30,3.0,8,0,0,48
Analytics,22,Bachelors,m,sourcing,1,27,5.0,2,1,0,88
Technology,2,Masters & above,m,sourcing,1,34,4.0,3,1,0,77
HR,2,Masters & above,m,sourcing,1,36,5.0,4,0,0,46
Technology,23,Bachelors,m,sourcing,1,30,5.0,5,1,0,83
Technology,2,Bachelors,m,sourcing,2,34,1.0,4,1,0,77
Analytics,22,Bachelors,m,referred,1,31,3.0,4,0,0,84
Procurement,22,Bachelors,m,other,2,31,3.0,2,0,0,66
HR,22,Bachelors,m,sourcing,1,32,4.0,6,1,0,52
Operations,2,Bachelors,m,other,1,48,1.0,19,0,0,58
Sales & Marketing,1,Bachelors,m,sourcing,1,35,5.0,8,0,0,54
Technology,31,Masters & above,f,sourcing,1,34,3.0,2,0,0,81
Operations,15,Bachelors,m,other,3,35,4.0,3,0,0,59
Analytics,2,Bachelors,m,other,1,30,4.0,9,0,0,83
Sales & Marketing,19,Bachelors,m,other,1,34,2.0,2,0,0,48
Technology,2,Masters & above,f,other,1,60,2.0,5,0,0,82
Operations,20,Bachelors,m,sourcing,2,38,3.0,10,1,0,57
Legal,2,Bachelors,m,other,1,35,3.0,3,0,0,56
Sales & Marketing,16,Bachelors,m,sourcing,1,35,4.0,4,0,0,48
Analytics,23,Masters & above,m,sourcing,3,33,2.0,3,0,0,90
Procurement,2,Bachelors,f,sourcing,3,34,4.0,7,0,0,71
Finance,7,Bachelors,f,other,1,29,5.0,2,1,0,63
Sales & Marketing,25,Masters & above,f,sourcing,1,35,3.0,3,0,0,52
Procurement,26,Bachelors,f,other,1,39,3.0,4,0,0,70
R&D,2,Masters & above,m,other,1,40,3.0,15,0,0,82
Analytics,34,Bachelors,m,sourcing,1,35,3.0,9,0,0,82
HR,34,Bachelors,m,other,1,31,1.0,8,0,0,51
Operations,26,Bachelors,f,other,1,39,5.0,4,1,0,59
Sales & Marketing,2,Bachelors,m,referred,1,37,4.0,6,1,0,52
Operations,11,Bachelors,f,other,1,38,3.0,7,0,0,59
Operations,22,Masters & above,m,sourcing,1,43,3.0,17,0,0,70
Procurement,7,Bachelors,m,sourcing,1,32,3.0,7,0,0,65
Sales & Marketing,17,Bachelors,m,sourcing,2,33,1.0,8,0,0,50
Procurement,16,Bachelors,f,other,2,44,2.0,18,1,0,67
HR,20,Masters & above,m,sourcing,1,41,4.0,10,0,0,52
Operations,13,Bachelors,f,other,1,38,5.0,8,1,0,61
Sales & Marketing,2,Bachelors,m,sourcing,1,54,5.0,6,1,0,48
Technology,28,Bachelors,m,other,1,30,4.0,3,1,0,73
R&D,2,Masters & above,f,other,1,37,5.0,7,1,0,86
HR,22,Below Secondary,m,other,1,25,5.0,2,1,0,52
Technology,27,Bachelors,m,sourcing,1,34,4.0,3,1,0,85
Technology,2,Bachelors,f,other,3,26,3.0,3,0,0,79
Procurement,7,Masters & above,m,other,1,31,4.0,5,1,0,66
Technology,7,Bachelors,m,other,1,32,4.0,4,1,0,81
Sales & Marketing,21,Bachelors,m,other,1,37,3.0,11,0,0,48
Sales & Marketing,2,Bachelors,m,sourcing,2,51,5.0,13,1,0,52
Technology,10,Masters & above,f,other,1,36,5.0,10,1,0,80
Sales & Marketing,2,Masters & above,f,sourcing,1,39,4.0,10,1,0,51
Sales & Marketing,24,Bachelors,m,other,1,28,1.0,1,0,0,47
Sales & Marketing,22,Bachelors,m,other,1,31,4.0,4,0,0,55
Operations,2,Masters & above,f,sourcing,3,52,5.0,2,0,0,71
Sales & Marketing,25,Masters & above,m,sourcing,1,35,4.0,8,0,0,45
Sales & Marketing,28,Masters & above,m,other,1,35,5.0,7,1,0,87
Procurement,17,Bachelors,f,other,1,35,3.0,6,0,0,67
Sales & Marketing,27,Bachelors,m,sourcing,2,37,1.0,10,0,0,47
Sales & Marketing,2,Masters & above,m,sourcing,1,32,3.0,5,0,0,48
Analytics,13,Masters & above,m,other,1,32,5.0,4,1,0,86
Operations,15,Masters & above,m,sourcing,1,49,3.0,17,1,0,64
R&D,26,Bachelors,m,other,1,28,4.0,3,0,0,85
Analytics,32,Bachelors,m,other,1,33,5.0,3,0,0,85
Procurement,2,Bachelors,f,other,1,45,5.0,16,1,0,69
Analytics,29,Bachelors,m,other,2,26,1.0,4,0,0,83
Technology,5,Bachelors,f,other,1,51,5.0,7,0,0,84
Operations,8,Bachelors,f,sourcing,1,28,5.0,4,1,0,57
HR,15,Bachelors,m,other,1,27,2.0,4,1,0,52
Operations,2,Bachelors,m,sourcing,2,29,4.0,2,0,0,60
Sales & Marketing,22,Masters & above,m,other,1,36,3.0,7,1,0,50
Technology,17,Bachelors,m,other,1,28,5.0,5,1,1,89
Analytics,7,Bachelors,m,sourcing,1,30,5.0,2,1,0,83
Operations,27,Bachelors,m,other,1,33,4.0,9,0,0,62
Procurement,23,Masters & above,m,other,1,36,3.0,10,0,0,71
Operations,27,Masters & above,m,sourcing,1,38,1.0,8,0,0,58
Sales & Marketing,2,Masters & above,f,other,1,36,4.0,9,0,0,45
Sales & Marketing,16,Bachelors,m,other,1,47,1.0,7,0,0,49
R&D,30,Bachelors,m,other,1,35,4.0,3,0,0,86
Technology,17,Bachelors,f,other,1,28,4.0,3,0,0,77
Technology,5,Bachelors,m,sourcing,1,30,5.0,2,1,0,75
Operations,31,Bachelors,m,other,1,32,4.0,7,0,0,59
Analytics,22,Bachelors,m,other,2,31,2.0,5,1,0,90
Procurement,16,Bachelors,f,other,1,36,3.0,2,0,0,69
Operations,11,Bachelors,f,other,1,27,5.0,3,1,0,58
Sales & Marketing,31,Bachelors,f,other,2,33,4.0,7,1,0,54
HR,2,Bachelors,f,other,1,41,4.0,15,0,0,49
Technology,16,Bachelors,m,other,1,25,1.0,3,0,0,79
Sales & Marketing,32,Bachelors,m,sourcing,1,37,5.0,2,0,0,51
Sales & Marketing,32,Bachelors,f,other,1,28,4.0,2,0,0,48
Sales & Marketing,7,Bachelors,m,sourcing,1,30,1.0,6,0,0,47
Sales & Marketing,7,Bachelors,m,other,1,43,1.0,10,0,0,46
Sales & Marketing,2,Bachelors,f,other,1,56,3.0,4,0,0,45
Procurement,10,Masters & above,m,sourcing,3,31,1.0,5,0,0,72
Analytics,7,Bachelors,m,other,1,30,4.0,3,0,0,84
Sales & Marketing,28,Bachelors,m,other,1,38,5.0,3,1,0,49
Procurement,2,Bachelors,m,other,1,26,2.0,2,0,0,66
Sales & Marketing,22,Masters & above,f,sourcing,2,37,3.0,3,1,0,49
Procurement,13,Bachelors,m,other,2,29,3.0,6,0,0,70
Analytics,4,Masters & above,m,other,1,36,3.0,7,0,0,87
Sales & Marketing,22,Bachelors,m,other,2,26,5.0,3,1,0,85
HR,11,Bachelors,f,sourcing,1,29,4.0,5,1,0,51
Technology,25,Masters & above,f,other,1,34,3.0,7,0,0,77
Operations,8,Masters & above,m,other,1,30,3.0,6,0,0,60
Technology,5,Bachelors,m,sourcing,1,46,3.0,2,0,0,79
Analytics,2,Bachelors,m,other,1,35,5.0,6,0,0,83
Sales & Marketing,25,Bachelors,m,other,1,29,4.0,2,0,0,51
Operations,13,Bachelors,f,sourcing,1,32,5.0,4,0,0,59
Sales & Marketing,23,Masters & above,m,sourcing,3,32,3.0,2,0,0,49
Sales & Marketing,7,Masters & above,m,other,1,51,5.0,19,0,0,49
Technology,11,Masters & above,m,other,1,36,4.0,9,1,0,78
Operations,22,Bachelors,f,sourcing,1,33,3.0,3,1,0,55
Sales & Marketing,4,Masters & above,m,other,1,48,3.0,6,1,0,45
Technology,5,Bachelors,m,other,1,29,4.0,4,1,0,89
Procurement,2,Bachelors,m,other,2,35,3.0,6,1,0,74
Procurement,7,Bachelors,m,sourcing,3,31,3.0,7,0,0,74
Operations,31,Masters & above,f,other,1,46,3.0,4,1,0,53
HR,2,Bachelors,m,sourcing,1,30,2.0,3,0,0,52
Finance,2,Bachelors,m,other,1,31,4.0,3,0,0,64
Technology,7,Masters & above,m,other,1,45,2.0,18,0,0,80
Analytics,31,Bachelors,m,sourcing,1,28,5.0,3,1,0,83
Technology,13,Masters & above,m,sourcing,1,37,1.0,3,1,0,79
Procurement,11,Masters & above,m,sourcing,1,36,3.0,10,0,0,70
Technology,23,Bachelors,m,other,1,31,5.0,7,1,1,80
Operations,15,Bachelors,m,other,2,31,5.0,4,1,0,55
Operations,15,Bachelors,m,other,1,28,3.0,7,0,0,54
Technology,7,Bachelors,m,other,1,34,4.0,5,0,0,79
Procurement,15,Bachelors,f,other,1,37,4.0,2,1,0,69
Sales & Marketing,7,Bachelors,m,sourcing,1,30,5.0,2,1,0,47
Sales & Marketing,34,Bachelors,m,other,1,25,5.0,2,0,0,43
Sales & Marketing,15,Masters & above,f,other,3,40,1.0,8,0,0,50
Sales & Marketing,22,Bachelors,m,sourcing,1,28,1.0,4,0,0,51
Operations,22,Bachelors,m,sourcing,2,31,3.0,4,0,0,57
Analytics,25,Bachelors,m,other,1,26,4.0,2,0,0,89
Technology,7,Bachelors,m,other,4,33,1.0,7,0,0,76
Sales & Marketing,10,Masters & above,m,other,1,35,5.0,10,0,0,53
Sales & Marketing,21,Bachelors,f,sourcing,1,31,3.0,2,0,0,53
Operations,2,Bachelors,f,sourcing,1,32,3.0,5,0,0,62
Analytics,26,Bachelors,m,other,1,26,4.0,3,0,0,83
Sales & Marketing,7,Masters & above,f,other,1,45,5.0,7,1,0,52
Procurement,10,Masters & above,m,other,1,37,3.0,5,1,0,74
Procurement,24,Bachelors,f,other,1,31,1.0,4,0,0,69
Sales & Marketing,2,Bachelors,f,sourcing,1,50,2.0,3,1,0,47
Procurement,19,Bachelors,m,other,1,32,4.0,3,0,0,71
Operations,19,Bachelors,m,sourcing,1,36,3.0,3,0,0,58
Operations,13,Masters & above,m,sourcing,1,39,3.0,10,1,0,57
Operations,15,Bachelors,f,other,1,33,3.0,4,0,0,65
Procurement,24,Bachelors,m,other,1,34,1.0,7,0,0,70
Sales & Marketing,7,Bachelors,m,sourcing,1,32,2.0,5,0,0,47
Analytics,15,Masters & above,m,other,1,33,3.0,2,0,0,90
Procurement,2,Masters & above,m,sourcing,1,42,2.0,12,0,0,71
Sales & Marketing,23,Masters & above,m,other,1,36,3.0,4,1,0,48
Technology,33,Masters & above,m,other,1,48,1.0,13,0,0,82
Operations,7,Bachelors,m,sourcing,1,31,3.0,3,0,0,59
Technology,27,Bachelors,m,sourcing,1,31,4.0,4,0,0,80
Analytics,9,Masters & above,m,sourcing,1,33,3.0,7,0,0,87
Operations,27,Bachelors,m,other,1,25,4.0,2,0,0,58
Sales & Marketing,6,Bachelors,m,other,1,43,4.0,14,0,0,53
Operations,26,Bachelors,f,other,1,32,4.0,3,0,0,60
Finance,2,Bachelors,m,sourcing,1,32,3.0,3,0,0,63
HR,2,Bachelors,f,referred,1,36,4.0,10,0,0,50
Procurement,7,Bachelors,m,sourcing,1,29,3.0,3,0,0,68
Sales & Marketing,21,Bachelors,m,other,1,34,3.0,3,0,0,51
Operations,7,Bachelors,m,other,2,42,5.0,2,1,0,58
Operations,2,Bachelors,f,sourcing,1,29,5.0,3,1,0,63
Technology,16,Bachelors,f,sourcing,1,36,3.0,7,0,0,78
Operations,15,Bachelors,f,sourcing,1,46,5.0,7,1,0,64
Operations,7,Bachelors,f,other,1,25,3.0,2,0,0,59
HR,2,Masters & above,f,sourcing,1,49,2.0,18,0,0,50
Procurement,8,Bachelors,m,sourcing,1,33,3.0,6,1,0,69
Technology,28,Masters & above,m,other,1,34,3.0,6,1,0,82
Operations,22,Masters & above,m,other,1,35,4.0,4,1,0,62
Technology,5,Bachelors,m,sourcing,1,24,2.0,2,0,0,84
Sales & Marketing,7,Bachelors,f,sourcing,1,43,3.0,13,0,0,49
Sales & Marketing,2,Bachelors,m,other,1,29,4.0,6,1,0,50
Sales & Marketing,7,Bachelors,m,sourcing,1,43,5.0,15,0,0,58
Operations,15,Bachelors,f,other,2,41,5.0,8,1,0,60
Sales & Marketing,2,Bachelors,f,sourcing,1,34,3.0,7,0,0,49
R&D,22,Masters & above,m,other,1,30,2.0,6,0,0,86
Sales & Marketing,13,Bachelors,m,other,1,52,3.0,2,1,0,49
Operations,12,Masters & above,f,sourcing,1,34,4.0,6,0,0,59
Technology,2,Masters & above,m,other,1,57,1.0,13,0,0,80
Analytics,15,Bachelors,m,sourcing,1,27,3.0,4,0,0,85
R&D,2,Bachelors,m,other,1,38,1.0,5,1,0,87
Operations,15,Bachelors,m,sourcing,1,27,3.0,2,0,0,57
Technology,27,Bachelors,m,other,1,29,1.0,2,0,0,82
Technology,7,Bachelors,m,sourcing,1,32,1.0,4,0,0,81
Sales & Marketing,22,Masters & above,m,sourcing,1,27,3.0,4,0,0,47
Sales & Marketing,29,Bachelors,m,other,1,31,1.0,6,0,0,50
Analytics,24,Bachelors,m,sourcing,2,33,3.0,7,1,0,85
Sales & Marketing,22,Bachelors,f,other,1,27,4.0,3,1,0,58
Operations,22,Bachelors,m,sourcing,1,59,4.0,7,0,0,56
Operations,15,Bachelors,m,referred,1,34,4.0,7,0,0,59
Technology,11,Masters & above,m,other,1,43,3.0,12,0,0,80
Finance,22,Bachelors,f,sourcing,2,28,2.0,4,0,0,62
Legal,22,Bachelors,m,sourcing,1,39,1.0,7,0,0,58
Sales & Marketing,4,Masters & above,m,sourcing,1,39,3.0,5,1,0,52
Sales & Marketing,15,Bachelors,m,sourcing,4,30,1.0,2,1,0,52
Sales & Marketing,13,Bachelors,m,other,1,34,5.0,8,0,0,60
Operations,22,Bachelors,m,other,1,25,5.0,3,1,0,61
Procurement,15,Bachelors,f,sourcing,1,29,5.0,7,1,0,73
Procurement,2,Masters & above,f,other,1,39,3.0,10,0,0,70
Finance,2,Masters & above,m,other,1,49,3.0,11,1,0,61
Sales & Marketing,2,Bachelors,m,sourcing,1,31,2.0,4,0,0,46
Procurement,34,Bachelors,m,other,2,30,3.0,4,1,0,69
Analytics,15,Bachelors,m,other,1,43,3.0,16,0,0,86
Analytics,31,Bachelors,m,other,1,30,3.0,4,0,0,83
Operations,11,Bachelors,f,sourcing,2,32,3.0,4,0,0,59
Operations,31,Bachelors,f,other,1,35,4.0,4,1,0,58
Procurement,13,Masters & above,m,other,2,31,3.0,2,0,0,73
Finance,2,Bachelors,m,sourcing,1,32,1.0,4,1,0,59
HR,22,Bachelors,m,referred,1,28,5.0,2,1,0,49
Operations,22,Bachelors,m,sourcing,1,51,4.0,5,0,0,59
Finance,15,Bachelors,m,other,1,36,4.0,7,0,0,59
Sales & Marketing,2,Bachelors,m,sourcing,1,43,5.0,4,0,0,52
Sales & Marketing,11,Bachelors,m,other,1,30,3.0,5,1,0,47
Sales & Marketing,16,Masters & above,m,other,2,48,2.0,9,0,0,47
Finance,22,Masters & above,m,other,1,33,3.0,3,0,0,57
Analytics,14,Bachelors,m,other,1,30,4.0,9,1,0,87
Sales & Marketing,13,Bachelors,m,sourcing,1,36,3.0,10,0,0,44
Sales & Marketing,26,Bachelors,m,sourcing,1,36,2.0,4,1,0,47
Sales & Marketing,9,Bachelors,m,sourcing,1,32,1.0,3,0,0,48
Analytics,15,Masters & above,m,other,1,39,5.0,4,1,0,84
Procurement,7,Bachelors,f,sourcing,1,31,3.0,7,1,0,69
Operations,15,Bachelors,m,other,1,37,5.0,10,1,0,57
Operations,15,Bachelors,f,sourcing,1,38,5.0,2,1,1,64
Technology,32,Bachelors,m,other,1,30,3.0,3,0,0,79
Operations,22,Masters & above,m,other,1,60,4.0,3,1,0,60
Finance,2,Bachelors,m,other,1,40,3.0,7,0,0,59
Procurement,2,Masters & above,m,other,2,38,3.0,14,0,0,70
Sales & Marketing,22,Bachelors,m,referred,1,29,5.0,10,1,0,52
Finance,14,Bachelors,m,other,1,27,3.0,2,0,0,63
Analytics,7,Bachelors,m,other,1,29,4.0,6,1,0,87
Sales & Marketing,11,Bachelors,f,other,1,37,4.0,8,0,0,50
Sales & Marketing,2,Bachelors,f,other,1,31,3.0,4,0,0,43
Sales & Marketing,2,Bachelors,f,sourcing,2,36,1.0,10,0,0,48
Procurement,2,Masters & above,f,sourcing,1,43,4.0,12,1,0,65
Sales & Marketing,28,Masters & above,m,other,3,35,4.0,10,0,0,50
Procurement,14,Masters & above,f,sourcing,1,36,5.0,4,1,0,74
R&D,15,Masters & above,m,sourcing,1,28,3.0,4,0,0,80
Sales & Marketing,12,Bachelors,m,other,1,28,3.0,1,1,0,46
Sales & Marketing,25,Bachelors,m,sourcing,1,36,1.0,11,0,0,47
HR,31,Bachelors,f,sourcing,1,30,3.0,5,0,0,49
HR,27,Bachelors,m,sourcing,1,30,4.0,7,0,0,47
Procurement,2,Bachelors,m,other,3,30,5.0,3,1,0,69
Sales & Marketing,7,Bachelors,m,sourcing,1,36,3.0,8,1,0,95
Operations,29,Bachelors,f,other,1,35,5.0,7,1,0,61
Sales & Marketing,16,Bachelors,m,other,1,49,3.0,18,1,0,50
Operations,22,Bachelors,m,sourcing,1,34,3.0,9,0,0,59
Operations,21,Masters & above,f,other,1,35,5.0,5,1,0,61
Operations,16,Bachelors,f,other,2,36,3.0,3,1,0,58
Technology,22,Bachelors,f,other,1,26,1.0,3,0,0,83
Operations,31,Masters & above,m,other,1,33,1.0,7,0,0,64
Sales & Marketing,7,Bachelors,m,other,1,44,4.0,6,0,0,50
Procurement,13,Bachelors,f,other,1,35,3.0,7,0,0,69
Analytics,15,Bachelors,m,other,2,34,5.0,6,0,0,84
Sales & Marketing,13,Bachelors,m,other,1,32,4.0,6,0,0,49
Sales & Marketing,17,Bachelors,f,other,1,28,3.0,6,1,0,50
HR,7,Bachelors,m,sourcing,1,36,1.0,4,1,1,51
HR,32,Bachelors,f,sourcing,1,30,3.0,3,0,0,52
Sales & Marketing,2,Bachelors,f,sourcing,2,33,5.0,5,0,0,48
Sales & Marketing,25,Bachelors,m,sourcing,1,29,5.0,7,1,0,53
Operations,13,Masters & above,m,other,1,33,5.0,6,1,0,56
Sales & Marketing,6,Bachelors,m,other,2,30,3.0,4,0,0,48
HR,24,Bachelors,f,other,1,28,1.0,2,0,0,53
Finance,2,Bachelors,m,other,1,26,4.0,4,1,0,61
Technology,7,Bachelors,f,other,1,49,3.0,5,0,0,78
Finance,28,Bachelors,f,other,1,28,5.0,3,1,0,61
Sales & Marketing,10,Masters & above,m,other,1,35,3.0,2,0,0,54
Sales & Marketing,30,Bachelors,m,sourcing,1,36,1.0,9,0,0,48
Analytics,3,Bachelors,m,sourcing,1,28,1.0,4,0,0,79
Procurement,2,Masters & above,f,other,3,57,3.0,21,0,0,68
Finance,32,Bachelors,m,other,1,30,4.0,8,1,0,62
R&D,2,Masters & above,m,other,1,29,5.0,4,0,0,83
Operations,11,Bachelors,m,sourcing,1,27,5.0,3,0,0,61
Operations,22,Bachelors,f,sourcing,3,27,3.0,5,0,0,58
Analytics,22,Bachelors,m,other,1,25,1.0,2,0,0,85
Operations,27,Masters & above,f,other,2,41,5.0,11,0,0,59
Analytics,22,Bachelors,m,other,1,31,5.0,2,1,0,89
Sales & Marketing,2,Masters & above,m,other,1,50,2.0,7,0,0,47
Operations,15,Bachelors,f,other,1,45,3.0,16,0,0,63
Technology,2,Bachelors,m,other,2,26,1.0,2,0,0,79
Procurement,13,Bachelors,m,sourcing,3,28,3.0,4,0,0,64
Finance,22,Masters & above,m,other,2,30,5.0,7,1,0,57
Finance,32,Bachelors,m,other,1,40,5.0,4,1,0,62
Sales & Marketing,6,Bachelors,f,other,1,49,1.0,19,0,0,47
Sales & Marketing,13,Bachelors,m,other,2,41,3.0,3,0,0,46
Operations,19,Masters & above,m,sourcing,1,38,3.0,4,1,1,56
Procurement,26,Bachelors,m,sourcing,1,33,3.0,3,0,0,70
Procurement,17,Masters & above,m,other,1,52,3.0,13,0,0,65
Sales & Marketing,19,Bachelors,m,sourcing,1,31,2.0,6,0,0,47
Procurement,31,Bachelors,m,sourcing,1,30,2.0,2,0,0,69
Technology,33,Bachelors,m,other,1,34,1.0,7,0,0,77
Analytics,3,Masters & above,m,sourcing,1,34,4.0,2,0,0,83
Finance,2,Masters & above,f,other,1,50,4.0,6,1,0,60
Sales & Marketing,30,Bachelors,f,sourcing,1,41,1.0,12,0,0,53
Operations,2,Masters & above,f,sourcing,1,44,1.0,18,0,0,63
Sales & Marketing,14,Masters & above,m,sourcing,2,33,1.0,6,0,0,51
Operations,4,Bachelors,m,other,1,39,3.0,3,0,0,75
R&D,20,Bachelors,m,other,1,29,5.0,4,1,0,87
Analytics,7,Bachelors,m,other,2,28,4.0,6,1,0,86
Operations,22,Bachelors,m,other,1,30,5.0,5,0,0,67
Sales & Marketing,21,Masters & above,m,sourcing,2,41,1.0,4,0,0,51
Technology,25,Masters & above,m,other,1,32,5.0,3,1,0,80
Legal,13,Masters & above,m,sourcing,1,38,4.0,7,0,0,64
Analytics,22,Bachelors,f,other,1,28,3.0,3,0,0,90
Sales & Marketing,22,Bachelors,m,other,1,31,4.0,7,1,0,49
Sales & Marketing,25,Masters & above,f,other,1,33,1.0,8,0,0,50
Operations,22,Bachelors,f,other,1,34,5.0,7,0,0,63
Technology,2,Bachelors,m,sourcing,1,38,4.0,6,1,0,78
Sales & Marketing,2,Bachelors,m,other,1,25,5.0,3,1,1,47
Operations,22,Masters & above,f,sourcing,1,36,3.0,10,0,0,64
Operations,22,Masters & above,m,sourcing,2,47,3.0,6,0,0,57
Sales & Marketing,34,Bachelors,m,other,1,32,2.0,4,0,0,51
Procurement,2,Bachelors,m,sourcing,1,49,2.0,16,0,0,70
Procurement,2,Bachelors,m,other,1,38,3.0,14,0,0,72
Operations,2,Bachelors,m,sourcing,1,38,3.0,4,1,0,64
Operations,2,Bachelors,f,other,1,40,3.0,3,0,0,61
Sales & Marketing,20,Masters & above,m,sourcing,1,36,3.0,7,0,0,48
Operations,11,Masters & above,m,sourcing,1,36,5.0,2,0,0,60
Technology,11,Masters & above,m,other,1,33,3.0,4,0,0,80
Technology,22,Bachelors,f,sourcing,1,32,5.0,3,1,0,80
Procurement,15,Bachelors,f,sourcing,2,30,3.0,6,0,0,64
Operations,4,Bachelors,m,other,1,29,3.0,3,0,0,97
Procurement,10,Masters & above,f,other,1,34,5.0,9,1,0,71
Procurement,13,Bachelors,m,other,2,45,3.0,6,1,0,72
Technology,7,Below Secondary,m,other,2,25,5.0,3,0,0,80
Sales & Marketing,4,Masters & above,m,other,1,41,4.0,9,0,1,55
Technology,2,Bachelors,m,referred,1,32,3.0,6,0,0,83
Technology,13,Masters & above,m,sourcing,1,31,3.0,6,1,0,78
Procurement,13,Bachelors,f,sourcing,1,40,3.0,13,0,0,67
Operations,2,Masters & above,f,sourcing,1,38,5.0,4,1,0,58
Sales & Marketing,29,Bachelors,m,sourcing,2,26,1.0,2,0,0,40
Technology,26,Bachelors,m,other,1,55,5.0,13,0,0,91
Operations,26,Bachelors,f,other,1,30,5.0,7,0,0,57
Technology,26,Masters & above,m,sourcing,1,46,1.0,20,0,0,83
Finance,7,Bachelors,f,other,1,30,5.0,4,1,0,57
Procurement,29,Bachelors,m,other,1,33,3.0,7,1,0,66
HR,2,Bachelors,m,referred,1,39,3.0,3,0,0,50
Operations,15,Masters & above,m,sourcing,2,36,3.0,9,1,0,67
Operations,15,Bachelors,m,sourcing,1,34,4.0,7,0,0,60
Legal,27,Bachelors,m,sourcing,1,28,5.0,3,1,0,58
Technology,24,Bachelors,m,sourcing,1,31,3.0,6,0,0,84
Sales & Marketing,23,Masters & above,m,other,1,40,3.0,9,0,0,47
Operations,2,Masters & above,m,sourcing,1,43,1.0,4,0,0,62
Sales & Marketing,7,Bachelors,m,other,1,30,4.0,5,1,0,53
Sales & Marketing,31,Masters & above,m,other,1,34,2.0,3,0,0,48
Sales & Marketing,22,Bachelors,m,other,4,25,1.0,3,0,0,47
Sales & Marketing,20,Masters & above,m,other,1,35,1.0,9,0,0,48
Procurement,22,Bachelors,m,other,1,40,3.0,3,0,0,68
Analytics,3,Bachelors,m,sourcing,1,32,5.0,5,1,1,85
Finance,4,Masters & above,f,other,1,34,5.0,7,1,0,88
Operations,7,Masters & above,m,other,1,36,5.0,7,1,0,63
Finance,22,Bachelors,m,other,2,26,3.0,4,0,0,58
Sales & Marketing,7,Masters & above,f,sourcing,1,34,3.0,3,0,0,50
Sales & Marketing,31,Masters & above,f,other,1,43,2.0,13,0,0,46
